MetricSet	SymbolName	ShortName	Group	LongName
ComputeBasic	EuAvgIpcRate	EU AVG IPC Rate	EU Array	The average rate of IPC calculated for 2 FPU pipelines.
ComputeBasic	EuFpuBothActive	EU Both FPU Pipes Active	EU Array/Pipes	The percentage of time in which both EU FPU pipelines were actively processing.
ComputeBasic	Fpu0Active	EU FPU0 Pipe Active	EU Array/Pipes	The percentage of time in which EU FPU0 pipeline was actively processing.
ComputeBasic	Fpu1Active	EU FPU1 Pipe Active	EU Array/Pipes	The percentage of time in which EU FPU1 pipeline was actively processing.
ComputeBasic	EuSendActive	EU Send Pipe Active	EU Array/Pipes	The percentage of time in which EU send pipeline was actively processing.
ComputeBasic	EuThreadOccupancy	EU Thread Occupancy	EU Array	The percentage of time in which hardware threads occupied EUs.
ComputeBasic	RasterizedPixels	Rasterized Pixels	3D Pipe/Rasterizer	The total number of rasterized pixels.
ComputeBasic	HiDepthTestFails	Early Hi-Depth Test Fails	3D Pipe/Rasterizer/Hi-Depth Test	The total number of pixels dropped on early hierarchical depth test.
ComputeBasic	EarlyDepthTestFails	Early Depth Test Fails	3D Pipe/Rasterizer/Early Depth Test	The total number of pixels dropped on early depth test.
ComputeBasic	SamplesKilledInPs	Samples Killed in PS	3D Pipe/Pixel Shader	The total number of samples or pixels dropped in pixel shaders.
ComputeBasic	PixelsFailingPostPsTests	Pixels Failing Tests	3D Pipe/Output Merger	The total number of pixels dropped on post-PS alpha, stencil, or depth tests.
ComputeBasic	SamplesWritten	Samples Written	3D Pipe/Output Merger	The total number of samples or pixels written to all render targets.
ComputeBasic	SamplesBlended	Samples Blended	3D Pipe/Output Merger	The total number of blended samples or pixels written to all render targets.
ComputeBasic	SamplerTexels	Sampler Texels	Sampler/Sampler Input	The total number of texels seen on input (with 2x2 accuracy) in all sampler units.
ComputeBasic	SamplerTexelMisses	Sampler Texels Misses	Sampler/Sampler Cache	The total number of texels lookups (with 2x2 accuracy) that missed L1 sampler cache.
ComputeBasic	SlmBytesRead	SLM Bytes Read	L3/Data Port/SLM	The total number of GPU memory bytes read from shared local memory.
ComputeBasic	SlmBytesWritten	SLM Bytes Written	L3/Data Port/SLM	The total number of GPU memory bytes written into shared local memory.
ComputeBasic	ShaderMemoryAccesses	Shader Memory Accesses	L3/Data Port	The total number of shader memory accesses to L3.
ComputeBasic	ShaderAtomics	Shader Atomic Memory Accesses	L3/Data Port/Atomics	The total number of shader atomic memory accesses.
ComputeBasic	L3ShaderThroughput	L3 Shader Throughput	L3/Data Port	The total number of GPU memory bytes transferred between shaders and L3 caches w/o URB.
ComputeBasic	ShaderBarriers	Shader Barrier Messages	EU Array/Barrier	The total number of shader barrier messages.
ComputeBasic	TypedBytesRead	Typed Bytes Read	L3/Data Port	The total number of typed memory bytes read via Data Port.
ComputeBasic	TypedBytesWritten	Typed Bytes Written	L3/Data Port	The total number of untyped memory bytes written via Data Port.
ComputeBasic	UntypedBytesRead	Untyped Bytes Read	L3/Data Port	The total number of typed memory bytes read via Data Port.
ComputeBasic	UntypedBytesWritten	Untyped Writes	L3/Data Port	The total number of untyped memory bytes written via Data Port.
ComputeBasic	TypedAtomics	Typed Atomics Accesses	L3/Data Port	The total number of typed atomic accesses via Data Port.
ComputeBasic	GtiReadThroughput	GTI Read Throughput	GTI	The total number of GPU memory bytes read from GTI.
ComputeBasic	GtiWriteThroughput	GTI Write Throughput	GTI	The total number of GPU memory bytes written to GTI.
ComputeExtended	GpuTime	GPU Time Elapsed	GPU	Time elapsed on the GPU during the measurement.
ComputeExtended	GpuCoreClocks	GPU Core Clocks	GPU	The total number of GPU core clocks elapsed during the measurement.
ComputeExtended	AvgGpuCoreFrequencyMHz	AVG GPU Core Frequency	GPU	Average GPU Core Frequency in the measurement.
ComputeExtended	GpuBusy	GPU Busy	GPU	The percentage of time in which the GPU has been processing GPU commands.
ComputeExtended	CsThreads	CS Threads Dispatched	EU Array/Compute Shader	The total number of compute shader hardware threads dispatched.
ComputeExtended	TypedAtomics00	Typed Atomics 00	L3/Data Port	Slice 0 Subslice group 0 typed atomics.
ComputeExtended	TypedReads00	Typed Reads 00	L3/Data Port	Slice 0 Subslice group 0 typed reads.
ComputeExtended	TypedWrites00	Typed Writes 00	L3/Data Port	Slice 0 Subslice group 0 typed writes.
ComputeExtended	UntypedReads00	Untyped Reads 00	L3/Data Port	Slice 0 Subslice group 0 untyped reads (including SLM reads).
ComputeExtended	UntypedWrites00	Untyped Writes 00	L3/Data Port	Slice 0 Subslice group 0 untyped writes (including SLM writes).
ComputeExtended	EuTypedReads00	Eu Typed Reads 00	L3/Data Port	Slice0 Subslice group 0 Eu Typed Reads
ComputeExtended	EuTypedWrites00	Eu Typed Writes 00	L3/Data Port	Slice0 Subslice group 0 Eu Typed Writes
ComputeExtended	EuTypedAtomics00	Eu Typed Atomics 00	L3/Data Port	Slice0 Subslice group 0 Eu Typed Atomics
ComputeExtended	EuA32UntypedReads00	Eu A32 Untyped Reads 00	L3/Data Port	Slice0 Subslice group 0 Eu A32 Untyped Reads
ComputeExtended	EuA32UntypedWrites00	Eu A32 Untyped Writes 00	L3/Data Port	Slice0 Subslice group 0 Eu A32 Untyped Writes
ComputeExtended	EuA64UntypedReads00	Eu 64 Untyped Reads 00	L3/Data Port	Slice0 Subslice group 0 Eu 64 Untyped Reads
ComputeExtended	EuA64UntypedWrites00	Eu A64 Untyped Writes 00	L3/Data Port	Slice0 Subslice group 0 Eu A64 Untyped Writes
ComputeExtended	TypedAtomicsPerCacheLine	TypedAtomicsPerCacheLine	L3/Data Port	The ratio of EU typed atomics requests to L3 cache line writes.
ComputeExtended	TypedReadsPerCacheLine	TypedReadsPerCacheLine	L3/Data Port	The ratio of EU typed read requests to L3 cache line reads.
ComputeExtended	TypedWritesPerCacheLine	TypedWritesPerCacheLine	L3/Data Port	The ratio of EU typed write requests to L3 cache line writes.
ComputeExtended	UntypedReadsPerCacheLine	UntypedReadsPerCacheLine	L3/Data Port	The ratio of EU untyped read requests to L3 cache line reads.
ComputeExtended	UntypedWritesPerCacheLine	UntypedWritesPerCacheLine	L3/Data Port	The ratio of EU untyped write requests to L3 cache line writes.
ComputeL3Cache	GpuTime	GPU Time Elapsed	GPU	Time elapsed on the GPU during the measurement.
ComputeL3Cache	GpuCoreClocks	GPU Core Clocks	GPU	The total number of GPU core clocks elapsed during the measurement.
ComputeL3Cache	AvgGpuCoreFrequencyMHz	AVG GPU Core Frequency	GPU	Average GPU Core Frequency in the measurement.
ComputeL3Cache	GpuBusy	GPU Busy	GPU	The percentage of time in which the GPU has been processing GPU commands.
ComputeL3Cache	VsThreads	VS Threads Dispatched	EU Array/Vertex Shader	The total number of vertex shader hardware threads dispatched.
ComputeL3Cache	HsThreads	HS Threads Dispatched	EU Array/Hull Shader	The total number of hull shader hardware threads dispatched.
ComputeL3Cache	DsThreads	DS Threads Dispatched	EU Array/Domain Shader	The total number of domain shader hardware threads dispatched.
ComputeL3Cache	GsThreads	GS Threads Dispatched	EU Array/Geometry Shader	The total number of geometry shader hardware threads dispatched.
ComputeL3Cache	PsThreads	PS Threads Dispatched	EU Array/Pixel Shader	The total number of pixel shader hardware threads dispatched.
ComputeL3Cache	CsThreads	CS Threads Dispatched	EU Array/Compute Shader	The total number of compute shader hardware threads dispatched.
ComputeL3Cache	EuActive	EU Active	EU Array	The percentage of time in which the Execution Units were actively processing.
ComputeL3Cache	EuStall	EU Stall	EU Array	The percentage of time in which the Execution Units were stalled.
ComputeL3Cache	EuAvgIpcRate	EU AVG IPC Rate	EU Array	The average rate of IPC calculated for 2 FPU pipelines.
ComputeL3Cache	EuFpuBothActive	EU Both FPU Pipes Active	EU Array/Pipes	The percentage of time in which both EU FPU pipelines were actively processing.
ComputeL3Cache	Fpu0Active	EU FPU0 Pipe Active	EU Array/Pipes	The percentage of time in which EU FPU0 pipeline was actively processing.
ComputeL3Cache	Fpu1Active	EU FPU1 Pipe Active	EU Array/Pipes	The percentage of time in which EU FPU1 pipeline was actively processing.
ComputeL3Cache	EuSendActive	EU Send Pipe Active	EU Array/Pipes	The percentage of time in which EU send pipeline was actively processing.
ComputeL3Cache	EuHybridFpu0Instruction	EU FPU0 Hybrid Instruction	EU Array/Pipes/Instructions	The percentage of time in which execution units were actively processing hybrid instructions on FPU0.
ComputeL3Cache	EuHybridFpu1Instruction	EU FPU1 Hybrid Instruction	EU Array/Pipes/Instructions	The percentage of time in which execution units were actively processing hybrid instructions on FPU1.
ComputeL3Cache	EuTernaryFpu0Instruction	EU FPU0 Ternary Instruction	EU Array/Pipes/Instructions	The percentage of time in which execution units were actively processing ternary instructions on FPU0.
ComputeL3Cache	EuTernaryFpu1Instruction	EU FPU1 Ternary Instruction	EU Array/Pipes/Instructions	The percentage of time in which execution units were actively processing ternary instructions on FPU1.
ComputeL3Cache	EuBinaryFpu0Instruction	EU FPU0 Binary Instruction	EU Array/Pipes/Instructions	The percentage of time in which execution units were actively processing binary instructions on FPU0.
ComputeL3Cache	EuBinaryFpu1Instruction	EU FPU1 Binary Instruction	EU Array/Pipes/Instructions	The percentage of time in which execution units were actively processing binary instructions on FPU1.
ComputeL3Cache	EuMoveFpu0Instruction	EU FPU0 Move Instruction	EU Array/Pipes/Instructions	The percentage of time in which execution units were actively processing move instructions on FPU0.
ComputeL3Cache	EuMoveFpu1Instruction	EU FPU1 Move Instruction	EU Array/Pipes/Instructions	The percentage of time in which execution units were actively processing move instructions on FPU1.
ComputeL3Cache	RasterizedPixels	Rasterized Pixels	3D Pipe/Rasterizer	The total number of rasterized pixels.
ComputeL3Cache	HiDepthTestFails	Early Hi-Depth Test Fails	3D Pipe/Rasterizer/Hi-Depth Test	The total number of pixels dropped on early hierarchical depth test.
ComputeL3Cache	EarlyDepthTestFails	Early Depth Test Fails	3D Pipe/Rasterizer/Early Depth Test	The total number of pixels dropped on early depth test.
ComputeL3Cache	SamplesKilledInPs	Samples Killed in PS	3D Pipe/Pixel Shader	The total number of samples or pixels dropped in pixel shaders.
ComputeL3Cache	PixelsFailingPostPsTests	Pixels Failing Tests	3D Pipe/Output Merger	The total number of pixels dropped on post-PS alpha, stencil, or depth tests.
ComputeL3Cache	SamplesWritten	Samples Written	3D Pipe/Output Merger	The total number of samples or pixels written to all render targets.
ComputeL3Cache	SamplesBlended	Samples Blended	3D Pipe/Output Merger	The total number of blended samples or pixels written to all render targets.
ComputeL3Cache	SamplerAccesses	Sampler Accesses	Sampler	The total number of messages send to samplers.
ComputeL3Cache	SamplerTexels	Sampler Texels	Sampler/Sampler Input	The total number of texels seen on input (with 2x2 accuracy) in all sampler units.
ComputeL3Cache	SamplerTexelMisses	Sampler Texels Misses	Sampler/Sampler Cache	The total number of texels lookups (with 2x2 accuracy) that missed L1 sampler cache.
ComputeL3Cache	SlmBytesRead	SLM Bytes Read	L3/Data Port/SLM	The total number of GPU memory bytes read from shared local memory.
ComputeL3Cache	SlmBytesWritten	SLM Bytes Written	L3/Data Port/SLM	The total number of GPU memory bytes written into shared local memory.
ComputeL3Cache	ShaderMemoryAccesses	Shader Memory Accesses	L3/Data Port	The total number of shader memory accesses to L3.
ComputeL3Cache	ShaderAtomics	Shader Atomic Memory Accesses	L3/Data Port/Atomics	The total number of shader atomic memory accesses.
ComputeL3Cache	ShaderBarriers	Shader Barrier Messages	EU Array/Barrier	The total number of shader barrier messages.
ComputeL3Cache	L3Bank00Accesses	Slice0 L3 Bank0 Accesses	L3	The total number of accesses to Slice0 L3 Bank0.
ComputeL3Cache	L3Bank01Accesses	Slice0 L3 Bank1 Accesses	L3	The total number of accesses to Slice0 L3 Bank1.
ComputeL3Cache	L3Bank02Accesses	Slice0 L3 Bank2 Accesses	L3	The total number of accesses to Slice0 L3 Bank2.
ComputeL3Cache	L3Bank03Accesses	Slice0 L3 Bank3 Accesses	L3	The total number of accesses to Slice0 L3 Bank3.
ComputeL3Cache	L3Bank04Accesses	Slice0 L3 Bank4 Accesses	L3	The total number of accesses to Slice0 L3 Bank4.
ComputeL3Cache	L3Bank05Accesses	Slice0 L3 Bank5 Accesses	L3	The total number of accesses to Slice0 L3 Bank5.
ComputeL3Cache	L3Bank06Accesses	Slice0 L3 Bank6 Accesses	L3	The total number of accesses to Slice0 L3 Bank6.
ComputeL3Cache	L3Bank07Accesses	Slice0 L3 Bank7 Accesses	L3	The total number of accesses to Slice0 L3 Bank7.
ComputeL3Cache	L3Accesses	L3 Accesses	L3	The total number of L3 accesses from all entities.
ComputeL3Cache	L3Lookups	L3 Lookup Accesses w/o IC	L3/TAG	The total number of L3 cache lookup accesses w/o IC.
ComputeL3Cache	L3Misses	L3 Misses	L3/TAG	The total number of L3 misses.
ComputeL3Cache	L3SamplerThroughput	L3 Sampler Throughput	L3/Sampler	The total number of GPU memory bytes transferred between samplers and L3 caches.
ComputeL3Cache	L3ShaderThroughput	L3 Shader Throughput	L3/Data Port	The total number of GPU memory bytes transferred between shaders and L3 caches w/o URB.
ComputeL3Cache	L3TotalThroughput	L3 Total Throughput	L3	The total number of GPU memory bytes transferred via L3.
ComputeL3Cache	GtiL3Throughput	GTI L3 Throughput	GTI/L3	The total number of GPU memory bytes transferred between L3 caches and GTI.
ComputeL3Cache	GtiReadThroughput	GTI Read Throughput	GTI	The total number of GPU memory bytes read from GTI.
ComputeL3Cache	GtiWriteThroughput	GTI Write Throughput	GTI	The total number of GPU memory bytes written to GTI.
RenderPipeProfile	GpuTime	GPU Time Elapsed	GPU	Time elapsed on the GPU during the measurement.
RenderPipeProfile	GpuCoreClocks	GPU Core Clocks	GPU	The total number of GPU core clocks elapsed during the measurement.
RenderPipeProfile	AvgGpuCoreFrequencyMHz	AVG GPU Core Frequency	GPU	Average GPU Core Frequency in the measurement.
RenderPipeProfile	GpuBusy	GPU Busy	GPU	The percentage of time in which the GPU has been processing GPU commands.
RenderPipeProfile	VsThreads	VS Threads Dispatched	EU Array/Vertex Shader	The total number of vertex shader hardware threads dispatched.
RenderPipeProfile	HsThreads	HS Threads Dispatched	EU Array/Hull Shader	The total number of hull shader hardware threads dispatched.
RenderPipeProfile	DsThreads	DS Threads Dispatched	EU Array/Domain Shader	The total number of domain shader hardware threads dispatched.
RenderPipeProfile	GsThreads	GS Threads Dispatched	EU Array/Geometry Shader	The total number of geometry shader hardware threads dispatched.
RenderPipeProfile	PsThreads	PS Threads Dispatched	EU Array/Pixel Shader	The total number of pixel shader hardware threads dispatched.
RenderPipeProfile	CsThreads	CS Threads Dispatched	EU Array/Compute Shader	The total number of compute shader hardware threads dispatched.
RenderPipeProfile	EuActive	EU Active	EU Array	The percentage of time in which the Execution Units were actively processing.
RenderPipeProfile	EuStall	EU Stall	EU Array	The percentage of time in which the Execution Units were stalled.
RenderPipeProfile	RasterizedPixels	Rasterized Pixels	3D Pipe/Rasterizer	The total number of rasterized pixels.
RenderPipeProfile	HiDepthTestFails	Early Hi-Depth Test Fails	3D Pipe/Rasterizer/Hi-Depth Test	The total number of pixels dropped on early hierarchical depth test.
RenderPipeProfile	EarlyDepthTestFails	Early Depth Test Fails	3D Pipe/Rasterizer/Early Depth Test	The total number of pixels dropped on early depth test.
RenderPipeProfile	SamplesKilledInPs	Samples Killed in PS	3D Pipe/Pixel Shader	The total number of samples or pixels dropped in pixel shaders.
RenderPipeProfile	PixelsFailingPostPsTests	Pixels Failing Tests	3D Pipe/Output Merger	The total number of pixels dropped on post-PS alpha, stencil, or depth tests.
RenderPipeProfile	SamplesWritten	Samples Written	3D Pipe/Output Merger	The total number of samples or pixels written to all render targets.
RenderPipeProfile	SamplesBlended	Samples Blended	3D Pipe/Output Merger	The total number of blended samples or pixels written to all render targets.
RenderPipeProfile	SamplerTexels	Sampler Texels	Sampler/Sampler Input	The total number of texels seen on input (with 2x2 accuracy) in all sampler units.
RenderPipeProfile	SamplerTexelMisses	Sampler Texels Misses	Sampler/Sampler Cache	The total number of texels lookups (with 2x2 accuracy) that missed L1 sampler cache.
RenderPipeProfile	SlmBytesRead	SLM Bytes Read	L3/Data Port/SLM	The total number of GPU memory bytes read from shared local memory.
RenderPipeProfile	SlmBytesWritten	SLM Bytes Written	L3/Data Port/SLM	The total number of GPU memory bytes written into shared local memory.
RenderPipeProfile	ShaderMemoryAccesses	Shader Memory Accesses	L3/Data Port	The total number of shader memory accesses to L3.
RenderPipeProfile	ShaderAtomics	Shader Atomic Memory Accesses	L3/Data Port/Atomics	The total number of shader atomic memory accesses.
RenderPipeProfile	L3ShaderThroughput	L3 Shader Throughput	L3/Data Port	The total number of GPU memory bytes transferred between shaders and L3 caches w/o URB.
RenderPipeProfile	ShaderBarriers	Shader Barrier Messages	EU Array/Barrier	The total number of shader barrier messages.
RenderPipeProfile	VfBottleneck	VF Bottleneck	3D Pipe/Input Assembler	The percentage of time in which vertex fetch pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	VsBottleneck	VS Bottleneck	3D Pipe/Vertex Shader	The percentage of time in which vertex shader pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	HsBottleneck	HS Bottleneck	3D Pipe/Hull Shader	The percentage of time in which hull shader pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	DsBottleneck	DS Bottleneck	3D Pipe/Domain Shader	The percentage of time in which domain shader pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	GsBottleneck	GS Bottleneck	3D Pipe/Geometry Shader	The percentage of time in which geometry shader pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	SoBottleneck	SO Bottleneck	3D Pipe/Stream Output	The percentage of time in which stream output pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	ClBottleneck	Clipper Bottleneck	3D Pipe/Clipper	The percentage of time in which clipper pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	SfBottleneck	Strip-Fans Bottleneck	3D Pipe/Rasterizer/Strip-Fans	The percentage of time in which strip-fans pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	HiDepthBottleneck	Hi-Depth Bottleneck	3D Pipe/Rasterizer/Hi-Depth Test	The percentage of time in which early hierarchical depth test pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	EarlyDepthBottleneck	Early Depth Bottleneck	3D Pipe/Rasterizer/Early Depth Test	The percentage of time in which early depth test pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	BcBottleneck	BC Bottleneck	3D Pipe/Rasterizer/Barycentric Calc	The percentage of time in which barycentric coordinates calculation pipeline stage was slowing down the 3D pipeline.
RenderPipeProfile	HsStall	HS Stall	3D Pipe/Hull Shader	The percentage of time in which hull stall pipeline stage was stalled.
RenderPipeProfile	DsStall	DS Stall	3D Pipe/Domain Shader	The percentage of time in which domain shader pipeline stage was stalled.
RenderPipeProfile	SoStall	SO Stall	3D Pipe/Stream Output	The percentage of time in which stream-output pipeline stage was stalled.
RenderPipeProfile	ClStall	CL Stall	3D Pipe/Clipper	The percentage of time in which clipper pipeline stage was stalled.
RenderPipeProfile	SfStall	SF Stall	3D Pipe/Rasterizer/Strip-Fans	The percentage of time in which strip-fans pipeline stage was stalled.
HDCAndSF	GpuTime	GPU Time Elapsed	GPU	Time elapsed on the GPU during the measurement.
